,name,empty_slots,free_bikes,slots,latitude,longitude
339,de la Roche /  de Bellechasse,14,4,19,45.53718135927993,-73.59750330448149
340,11e avenue / du Souvenir,11,4,15,45.56933906192115,-73.70472729206085
341,Ernest-Gendreau / du Mont-Royal,17,3,23,45.549713734001415,-73.56384828686714
342,Paré / Mountain Sights,9,4,13,45.49810026070624,-73.65294188261032
343,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),13,4,17,45.49487159597493,-73.57112377882004
344,Robin / 15e rue,9,5,15,45.559495502858624,-73.6989176273346
345,Beaudry / Sherbrooke,22,3,27,45.52303493310712,-73.56539458036421
346,8e avenue / Dandurand,17,1,19,45.550113551561694,-73.5772217810154
347,Métro Université de Montréal (Édouard-Montpetit / Louis-Collin),25,1,26,45.50363996257211,-73.6182689666748
348,Parc Henri-Dunant (Léger / Henri-Dunant),11,5,19,45.56843961893042,-73.6752020941276
349,Gauthier / de Lorimier,16,1,19,45.53166363055749,-73.56536373496056
350,Édouard-Montpetit / de Stirling,19,0,19,45.50723,-73.615085
351,du Mans / des Alouettes,4,19,23,45.58033485941123,-73.68471868336201
352,St-Dominique / Napoléon,11,9,23,45.51666442219882,-73.57722043991089
353,Place d'Youville / McGill,12,5,19,45.49996470926352,-73.55615437030792
354,St-Jean-Baptiste / René-Lévesque,5,9,15,45.64141535746634,-73.4999567270279
355,Sabrevois / des Récollets,11,3,15,45.583287878804136,-73.63276362419128
356,Dorion / Rachel,16,0,19,45.53163403743962,-73.56824576854706
357,Parc nature de l'Île-de-la-Visitation (Gouin / de Bruchési),7,3,19,45.57833184623925,-73.65595400333405
358,du Tricentenaire / Prince-Albert,2,13,15,45.64954588445726,-73.49191546440125
359,Aylmer / Sherbrooke,21,6,27,45.50629456823703,-73.57282698154448
360,Fortune / Wellington,10,17,27,45.477923,-73.559038
361,Place du Village (St-Jean-Baptiste / Notre-Dame),4,10,15,45.640002860465096,-73.49011301994324
362,Gary-Carter / St-Laurent,35,3,38,45.53613488953656,-73.62258464097977
363,Métro Parc  (Hutchison / Ogilvy),22,11,33,45.53035130173597,-73.6243924498558
364,Logan / de Champlain,14,5,19,45.5231943285584,-73.55584256350994
365,Bourgeoys / Favard,21,6,27,45.47993042065731,-73.55592101812363
366,Richmond / des Bassins,15,14,31,45.48752158511353,-73.56500297784805
367,Parc Chenier (de l'Aréna / Chenier),8,6,19,45.60248649638568,-73.5432904958725
368,Bloomfield / Jean-Talon,12,1,15,45.52745655427204,-73.62411618232727
369,René-Lévesque / Panet,15,3,19,45.51862424058306,-73.55219006538391
370,6e avenue / Villeray,13,2,15,45.55873962047568,-73.60589044634253
371,du Mont-Royal / Augustin-Frigon,4,15,19,45.54355786336148,-73.56780052185059
372,Michelet / Jean-Talon,21,1,23,45.57627820285533,-73.58353972434998
373,des Bassins / du Séminaire,3,30,35,45.49047561880464,-73.56022328138351
374,Parc du Pélican (2e avenue / St-Joseph),13,6,19,45.544580831168204,-73.5717111825943
375,Marie-Anne / de la Roche,16,3,19,45.527550507601894,-73.5762870311737
376,St-Dominique / Rachel,9,17,31,45.518593,-73.581566
377,7e avenue / St-Joseph Rosemont,18,9,27,45.54710817336986,-73.56936693191528
378,Jean Langlois / Fullum,27,2,31,45.526499983000186,-73.54575277422555
379,Bibliothèque de Verdun (Brown / Bannantyne),11,4,15,45.44826204820947,-73.57785612344742
380,LaSalle / Crawford,0,11,15,45.43791516514076,-73.58253550531117
381,McNamara / St-Martin O,6,13,19,45.57120355585774,-73.72351884841918
382,Natatorium (LaSalle / Rolland),7,19,27,45.4443505862464,-73.57542979723802
383,Mairie d'arrondissement LaSalle (Dupras / Jeannette),1,12,15,45.429166968311485,-73.66280972957611
384,Parc Chopin (Dumouchel / Tessier),12,7,19,45.570726609302966,-73.7370860205192
385,Pierre-Péladeau / du Centropolis,20,3,23,45.56251175219665,-73.74370649456978
386,Jeanne-Mance / St-Martin O,21,1,23,45.557421482389636,-73.7480603903532
387,Argyle / de Verdun,17,6,23,45.45301583620112,-73.57191503047943
388,St-Jacques / Vinet,11,3,15,45.485328993998365,-73.57692271471024
389,St-Charles / Thomas-Keefer,7,3,23,45.477605,-73.573775
390,de Chenonceau / Chomedey,18,5,23,45.56157,-73.75448
391,St-Joseph / 8e avenue Lachine,18,9,27,45.431518914135125,-73.67110446095467
392,Lionel-Groulx / George-Vanier,10,13,23,45.486346321757786,-73.57352435588837
393,8e avenue / Notre-Dame Lachine,13,5,19,45.43498715540587,-73.67079868912697
394,Beatty / de Verdun,10,10,23,45.450729976972944,-73.5725748538971
395,Duvernay / Charlevoix,13,6,19,45.4820980397155,-73.57487618923187
396,Mayfield / St-Martin O,5,14,19,45.553017541248565,-73.75822663307189
397,Gloria / Dollard,8,5,15,45.42971096449354,-73.633883446455
398,Bel Air / St-Antoine,11,11,23,45.4824297233159,-73.58367975812143
399,4e avenue / de Verdun,10,5,15,45.4568844514464,-73.57260704040527
400,41e avenue / Victoria,13,2,15,45.44053238705948,-73.70242863893507
401,de l'Église / Bannantyne,4,10,15,45.4632535358533,-73.57587933540344
402,Regina / de Verdun,20,3,23,45.467369,-73.570769
403,Turgeon / Notre-Dame,7,12,19,45.478888528072076,-73.58198940753937
404,Métro Place St-Henri (St-Ferdinand / St-Jacques),10,17,27,45.47729315148685,-73.58732163906097
405,Jacques-Le Ber / de la Pointe Nord,23,3,27,45.47259900304475,-73.5398056358099
406,St-Rémi / Ste Émilie,19,4,27,45.46976641104386,-73.58925875287241
407,Métro Lasalle (de Rushbrooke / Caisse),13,9,23,45.47069642604657,-73.56542240828276
408,Métro de l'Église (Ross / de l'Église),1,17,19,45.462846046287325,-73.56592163443565
409,Métro Verdun (Willibrord / de Verdun),21,4,27,45.459487694540734,-73.57209205627441
410,Rose-de-Lima / Workman,13,9,23,45.48026417718717,-73.58099363744259
411,Panet / Ste-Catherine,22,4,27,45.51999897796297,-73.5548883676529
412,Ste-Claire / Pierre-Tétreault,12,6,19,45.60191332161639,-73.52441847324371
413,Parc Félix-Leclerc (François-Boivin / St-Zotique),2,10,15,45.5914549914687,-73.56275528669356
414,Desjardins / Ontario,14,9,23,45.55118417872238,-73.54087114334106
415,Montcalm / Ontario,21,5,27,45.52111152278944,-73.56231406331062
416,Métro Lionel-Groulx (St-Jacques / Atwater),30,2,33,45.48295816149219,-73.57975836854166
417,5e avenue / Bannantyne,5,8,15,45.456365,-73.57614
418,Letourneux / Ste-Catherine,16,3,19,45.55078357889704,-73.53409996037954
419,de Grosbois / Duchesneau,9,5,15,45.611230741550536,-73.5312415660519
420,Métro Joliette  (Joliette / Hochelaga),11,7,19,45.54690718297082,-73.5515570640564
421,Métro Préfontaine (Moreau / Hochelaga),12,18,31,45.541374968866094,-73.5542231798172
422,Peel / Notre-Dame,40,5,47,45.49544692088696,-73.56329441070557
423,Letourneux / Hochelaga,9,6,15,45.55465888075087,-73.54660302400589
424,Ontario / Sicard,16,4,23,45.55626186680846,-73.53744059801102
425,Argyle / Bannantyne,4,10,15,45.453318765468914,-73.5767751932144
426,Ontario / Viau,17,2,19,45.5594818,-73.535496
427,Souligny / Desmarteau,12,2,15,45.60444089974122,-73.51611837744713
428,Parc Lalancette (de Rouen / Valois),11,10,23,45.54814504700217,-73.5471260547638
429,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),5,25,33,45.554373399819674,-73.55137467384337
430,Montcalm / de Maisonneuve,6,11,19,45.519131967116216,-73.55788965214742
431,Métro Beaudry (Beaudry / Ste-Catherine),11,11,23,45.51888453178292,-73.55593845248222
432,des Ormeaux / Notre-Dame,16,5,23,45.59926552299961,-73.51226069033146
433,Ste-Catherine / Dezery,15,4,19,45.539385081961676,-73.54099988937377
434,Métro Assomption (Chauveau / de l'Assomption),20,0,23,45.569789,-73.548081
435,André-Laurendeau / Rachel,2,18,23,45.54303187243879,-73.56256484985352
436,Métro Cadillac (Cadillac / Sherbrooke),4,13,19,45.57683333463968,-73.54647415224463
437,du Parc-Lafontaine / Rachel,16,3,19,45.52551168509886,-73.57424452900887
438,St-Germain / Hochelaga,12,2,15,45.543652466151,-73.5534825682771
439,Métro Langelier (Langelier / Sherbrooke),10,8,19,45.58284663189181,-73.54247644543648
440,Pierre-de-Coubertin / Langelier,8,10,19,45.580314546424674,-73.5353136062622
441,Atateken / du Square Amherst,4,25,31,45.52063377251984,-73.56390595436096
442,St-Grégoire / Christophe-Colomb,12,8,23,45.53259744983328,-73.59011113643646
443,de Léry / Sherbrooke,17,4,23,45.54099971663243,-73.55826258659361
444,Du Quesne / de Marseille,18,2,23,45.575812361972055,-73.54123055934906
445,St-André / Ontario,6,12,19,45.51889,-73.56353
446,Valois / Ste-Catherine,15,8,23,45.54522973039872,-73.53725016117096
447,Alexandre-DeSève / Ste-Catherine,15,4,19,45.52123044585842,-73.55386108160019
448,Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),12,1,15,45.55151193681962,-73.58207792043686
449,Nicolet / Sherbrooke,12,8,23,45.54969542033443,-73.55464696884155
450,Alexandre-DeSève  / Ontario,17,4,23,45.52435882510794,-73.56053441762924
451,Dézéry / Ontario,20,3,23,45.54095791741757,-73.54702949523926
452,Ste-Catherine / St-Clément,4,11,15,45.55671730558936,-73.53024959564209
453,de l'Église / de Verdun,13,3,19,45.46300108733155,-73.57156895217486
454,St-Jacques / St-Laurent,10,12,23,45.50644464920572,-73.55648696422577
455,Liébert / Hochelaga,1,18,23,45.59587457490178,-73.52352797985077
456,du Champ-de-Mars / Gosford,6,15,23,45.50965520472071,-73.55400860309601
457,St-Jacques / McGill,19,12,31,45.50144108135568,-73.56014415621758
458,Chambord / Gilford,20,0,23,45.53148889001714,-73.58106136322021
459,Milton / Clark,25,1,27,45.512640029999396,-73.57060074806213
460,de l'Hotel-de-Ville / Rachel,10,4,15,45.51989655507833,-73.58010649681091
461,Gagne / LaSalle,8,8,19,45.422451407155854,-73.601194024086
462,Notre-Dame / Gauvin,2,16,19,45.50002580878596,-73.5601931065321
463,Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),17,5,23,45.5967964774917,-73.53517949581145
464,de la Montagne / Sherbrooke,13,6,19,45.500015468871446,-73.57938900589943
465,des Récollets / McGill,20,0,23,45.5008764952487,-73.55900555849075
466,Métro Radisson (Sherbrooke / des Groseilliers),4,14,19,45.58917500418707,-73.53965610265732
467,City Councillors / du President-Kennedy,13,17,31,45.50625103256782,-73.57139065861702
468,William / St-Henri,4,11,15,45.49891911390352,-73.55725407600403
469,Bélanger / St-Denis,13,5,23,45.53696,-73.61199
470,Ste-Catherine / Labelle,19,18,39,45.51473288454674,-73.55961576104164
471,Metcalfe / du Square-Dorchester,29,1,31,45.50022226680107,-73.57110500335693
472,Marché Jean-Talon (Henri-Julien / Jean-Talon),17,4,23,45.53678525128436,-73.6148879583925
473,St-Denis / de Maisonneuve,6,19,26,45.51440491203477,-73.56181114912033
474,St-Nicolas / Place d'Youville,8,15,23,45.501966859101564,-73.55515256524086
475,Molson / Beaubien,20,3,23,45.54968589617967,-73.59115451574326
476,d'Orléans / Masson,13,6,19,45.557192,-73.569847
477,Union / Ste-Catherine,10,25,35,45.504027213143104,-73.56970220804214
478,Louis-Hébert / Beaubien,16,3,19,45.5481863712796,-73.592010140419
479,du President-Kennedy / Union,8,14,23,45.505102242483595,-73.57187882065773
480,de Grenoble / de Cassis,13,6,19,45.57889719514108,-73.70492711663245
481,Darling / Sherbrooke,5,14,23,45.54545514686953,-73.55673909187317
482,5e avenue / Masson,15,10,27,45.54752382909683,-73.57513636350632
483,10e avenue / Masson,18,7,27,45.55037651450808,-73.57373356819151
484,St-Alexandre / Ste-Catherine,19,6,27,45.50527354034462,-73.5674786567688
485,Métro Bonaventure (de la Gauchetière / de la Cathédrale),28,2,31,45.49831217703312,-73.56725603342056
486,Grand Boulevard / Sherbrooke,16,3,19,45.46670033299904,-73.62355081379064
487,Langelier / Marie-Victorin,12,2,15,45.61451982045293,-73.6118745803833
488,Benny / Sherbrooke,13,6,19,45.4648769981855,-73.62659722566605
489,Park Row O / Sherbrooke,12,3,15,45.46072936353252,-73.63407254219055
490,Lucien L'Allier / St-Jacques,19,3,23,45.493514106710734,-73.56848180294037
491,Aylmer / Ste-Catherine,24,15,39,45.50434678685089,-73.56894850730896
492,Grand Boulevard / de Terrebonne,25,4,31,45.470535000953966,-73.63165721297264
493,des Jockeys / Décarie,7,11,19,45.49404432109336,-73.65449488162994
494,Lacombe / Victoria,12,6,19,45.49048314001669,-73.62913727760315
495,Parc Georges St-Pierre (Oxford / Upper Lachine),18,0,19,45.46887995929811,-73.60943913459778
496,Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),5,16,23,45.491513,-73.633649
497,Marcil / Sherbrooke,7,16,23,45.471743,-73.613924
498,Boyer / Beaubien,2,25,27,45.537041,-73.602026
499,Grey / Sherbrooke,1,13,15,45.47629426230192,-73.60617488622665
500,Boyer / St-Zotique,11,8,19,45.53848,-73.60556
501,Workman / Vinet,14,7,23,45.483788863965174,-73.5750612616539
502,Parc Howard (de l'Épée / de Liège),2,13,15,45.53318929909303,-73.64188581705093
503,Wilderton  / Van Horne,23,0,23,45.51014162409143,-73.6247518658638
504,de Monkland / Girouard,9,14,23,45.47710675189806,-73.6214379966259
505,Métro Villa-Maria (de Monkland / Décarie),15,8,26,45.4789683985657,-73.61959934234618
506,de la Côte St-Antoine / Royal,16,1,19,45.468926984877434,-73.6198702454567
507,Métro Vendôme (de Marlowe / de Maisonneuve),16,12,31,45.47393028235147,-73.60473453998564
508,Marquette / des Carrières,19,5,27,45.53879934493943,-73.58870029449461
509,d'Outremont / Ogilvy,14,4,19,45.52687028194893,-73.62672328948975
510,Parc Loyola (Somerled / Doherty),10,9,19,45.45976107571447,-73.64477455615997
511,Faillon / St-Denis,18,4,23,45.539890852781404,-73.62026989459991
512,de Kent / de la Côte-des-Neiges,28,6,39,45.50144933057703,-73.63305062055588
513,Métro Acadie (de l'Acadie / Beaumont),11,2,13,45.52357479400008,-73.62344294786453
514,des Récollets / Martial,12,7,19,45.59089190991344,-73.64061713218689
515,Earnscliffe / Queen-Mary,19,4,23,45.481845071377414,-73.63037377595901
516,Leman / de Chateaubriand,15,0,15,45.54721107501036,-73.63105237483978
517,Parc des Hirondelles (Fleury / André-Jobin),5,10,19,45.5762948651025,-73.646759390831
518,de Melrose / Sherbrooke,19,0,19,45.46991202213883,-73.61735232174397
519,Métro de Castelnau (de Castelnau / St-Laurent),20,2,23,45.53570881624427,-73.61962348222733
520,Métro Snowdon (de Westbury / Queen-Mary),17,6,23,45.48542414888848,-73.62816195935011
521,Parc Sauvé (Balzac / de Bayonne),8,6,15,45.59836857189897,-73.63610029220581
522,de St-Firmin / Fleury,7,11,23,45.570624722078364,-73.6517858505249
523,Jacques-Casault / Christophe-Colomb,8,10,19,45.552123,-73.630103
524,Marquette / Fleury,7,6,15,45.56735205736566,-73.65378744900227
525,Parc Joseph-Robin (18e avenue / Everett),11,4,19,45.56481129244175,-73.59580412507057
526,Everett / Garnier,13,2,15,45.54758153109644,-73.61220851540565
527,8e avenue / Everett,9,4,15,45.55776151418004,-73.60154539346695
528,Francis / Fleury,10,8,19,45.56387237463668,-73.6555677652359
529,Hamel / Sauvé,3,14,19,45.56076192837154,-73.6505614221096
530,Métro Jarry (Lajeunesse / Jarry),20,0,23,45.54355974189168,-73.62777203321457
531,Boyer / Everett,10,5,19,45.54310243053054,-73.61607524188003
532,Louis-Hébert / Bélanger,6,13,19,45.55158518908433,-73.59916493296623
533,Chambord / Fleury,4,9,14,45.55982811984724,-73.65832507610321
534,de Bordeaux / Jean-Talon,10,1,15,45.54975479298636,-73.60556602478027
535,Louis-Hémon / Jean-Talon,13,5,19,45.5517742671765,-73.60347837231528
536,Rousselot / Jarry,7,6,15,45.55081979211847,-73.62088680267334
537,Péloquin / Fleury,9,5,15,45.55702223161539,-73.6599015713
538,de Normanville / Villeray,17,1,19,45.547172039327485,-73.61815631389618
539,de la Roche / Everett,14,1,15,45.544867,-73.614841
540,du Rosaire / St-Hubert,13,8,23,45.54481928225348,-73.6215104162693
541,Métro Crémazie (Crémazie / Lajeunesse),13,1,15,45.54640752148169,-73.63842844963074
542,2e avenue / Jean-Rivard,13,9,23,45.562509038048915,-73.61656039953232
543,de Chateaubriand / Jarry,14,0,15,45.545841561840085,-73.62665355205536
544,Lajeunesse / Villeray,10,3,15,45.54218173507584,-73.62268656492233
545,Drolet / Jarry,17,2,19,45.54195463236575,-73.62994194030762
546,Lajeunesse / de Liège,13,0,15,45.545580534390176,-73.63490000367165
547,Basile-Routhier / Chabanel,9,6,19,45.549868431421636,-73.64765658974648
548,Émile-Journault / de Chateaubriand,9,6,19,45.54983321292286,-73.64063255488873
549,Ropery / Augustin-Cantin,16,5,23,45.48097552629275,-73.56863468885422
550,Ann / Wellington,1,10,11,45.49449368327543,-73.55676054954529
551,Richardson / Montmorency,20,9,31,45.484966061164755,-73.56032252311707
552,Dubois / Eadie,11,11,23,45.45760820718457,-73.59051011502743
553,Parc Ferland (Belleherbe / Albanel),10,2,15,45.59573798024675,-73.59529852867126
554,Crescent / de Maisonneuve,3,19,23,45.498132074644275,-73.57762072817422
555,Crescent / René-Lévesque,6,23,31,45.49600732302391,-73.57334746981905
556,Parc Henri-Julien (Legendre / Henri-Julien),9,6,19,45.5460355901214,-73.6465984582901
557,6e avenue / Bélanger,8,4,19,45.55456382820465,-73.59615683555603
558,de la Côte St-Antoine / Argyle,19,0,19,45.48624101696415,-73.59572768211365
559,Victoria Hall,8,7,15,45.48129146961133,-73.6003303527832
560,Berri / Rachel,9,7,19,45.52275023118295,-73.57724860310555
561,Augustin-Cantin / Shearer,30,1,31,45.48390169543355,-73.56363236904144
562,Mackay / de Maisonneuve,2,33,39,45.49682986230046,-73.57913017272949
563,St-Mathieu / Sherbrooke,21,2,23,45.495789104811756,-73.58259558677672
564,Guy / Sainte-Catherine,28,1,31,45.49497512853125,-73.57777043248461
565,Notre-Dame-de-Grâce / Westmount,10,3,15,45.48046706437983,-73.61122308304402
566,des Pins / St-Laurent,11,8,23,45.51522812881499,-73.5750961303711
567,Hamilton / Jolicoeur,2,11,15,45.45670282849069,-73.59764268636354
568,Monk / Biencourt,6,5,15,45.458663192410306,-73.59602272510529
569,de Châteauguay / Ropery,14,5,23,45.47930107352825,-73.56629446148872
570,Ryde / Charlevoix,21,5,27,45.4757434,-73.5646007
571,Cypress / Peel,19,16,35,45.499330334344556,-73.57175691987322
572,Parc St-Henri (Laporte / Guay),4,11,15,45.48013378575666,-73.58590811491013
573,Peel / Ottawa,2,23,27,45.49419955357054,-73.55998456478119
574,Shearer / Centre,15,0,15,45.4828250990486,-73.56206325352105
575,Métro Monk (Allard / Beaulieu),2,15,19,45.451030919298056,-73.5939010977745
576,Mackay / Ste-Catherine,10,20,31,45.49582294706495,-73.57696294784546
577,St-Jacques / Guy,11,11,23,45.491366875439965,-73.57010722160338
578,Métro Angrignon (Lamont /  des Trinitaires),1,22,23,45.44705915105563,-73.60229507088661
579,Victoria / de Maisonneuve,7,7,15,45.47742856483265,-73.60016942024231
580,Stanley / René-Lévesque,39,0,39,45.49790394592446,-73.57077571808077
581,Plessis / Ontario,6,13,19,45.523594936648244,-73.56099039316177
582,Canning / Notre-Dame,18,4,23,45.486318644010225,-73.5702332854271
583,St-Antoine / Jean-Paul Riopelle,21,2,23,45.502939709023714,-73.56064036488532
584,Métro Beaubien (de Chateaubriand / Beaubien),18,8,27,45.5353599615622,-73.60363483428955
585,de l'Hôtel-de-Ville / Ste-Catherine,27,4,31,45.51166045593874,-73.56213569641113
586,Parc St-Paul (Le Caron / Marc-Sauvalle),18,4,23,45.461741021347436,-73.58412176370621
587,de Castelnau / Lajeunesse,15,4,19,45.54043190217008,-73.61650675535202
588,de la Côte St-Paul / St-Ambroise,0,22,27,45.467665653865964,-73.59391784324544
589,Fullum / Ste-Catherine,18,5,23,45.52711644190572,-73.54801654815674
590,Bourget / St-Jacques,16,3,19,45.48067368593179,-73.58351558446884
591,Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),26,0,27,45.510200304274754,-73.6114051938057
592,St-Laurent / Pl. du Marché,2,25,27,45.50928960913111,-73.56241598725319
593,Charles-Daoust / 75e avenue,27,0,27,45.54250587659489,-73.74095320701599
594,Henri-Julien / de Castelnau,19,3,23,45.53789110878484,-73.6182153224945
595,Ste-Émilie / Sir-Georges-Etienne-Cartier,16,4,23,45.472781067977614,-73.5852724313736
596,de Mentana / Laurier,19,4,23,45.5305193519952,-73.58780443668365
597,Stinson / Montpellier,12,5,23,45.51962176248447,-73.6662483215332
598,Métro Sauvé (Berri / Sauvé),14,7,26,45.550692068419764,-73.65636706352234
599,Ste-Catherine / Towers,6,17,23,45.49228068089086,-73.58096480369566
600,St-Cyril / Wiseman,22,0,23,45.52085479492202,-73.61573964357376
601,McLynn / Plamondon,8,14,23,45.48911308766352,-73.6470128595829
602,Parc Champdoré (Champdoré / de Lille),2,10,15,45.5692509593831,-73.63642623429769
603,Marquette / Gilford,12,2,15,45.53382623467138,-73.57891023159026
604,Ste-Croix / Tassé,17,5,23,45.51953948301331,-73.68516325950623
605,29e avenue / St-Zotique,8,5,15,45.56776565172907,-73.57968807220459
606,Beaubien / 8e avenue,15,0,15,45.553456845975276,-73.58784198760986
607,Harvard / de Monkland,16,2,19,45.474565185029945,-73.62403571605682
608,Hillside / Ste-Catherine,11,2,15,45.48282602624293,-73.59084337949753
609,Guizot / St-Laurent,15,2,19,45.53968044327973,-73.63450437784195
610,De Callières / d'Auvergne,7,12,23,45.593421978698636,-73.6690217256546
611,Melville / de Maisonneuve,3,7,15,45.48184019359366,-73.59537899494171
612,Union / René-Lévesque,25,6,31,45.50235036136798,-73.56658279895781
613,Jeanne-Mance / René-Lévesque,53,4,58,45.5063713381299,-73.5642009973526
614,Bloomfield / Ball,8,10,19,45.52995941738481,-73.6329460144043
615,Laforest / Dudemaine,14,8,23,45.539806548176045,-73.6872661113739
616,Sanguinet / de Maisonneuve,29,2,31,45.51340553558378,-73.56259435415267
617,St-Denis / Ste-Catherine,23,20,43,45.51372291221464,-73.5603104531765
618,Ste-Catherine / Sanguinet,45,2,47,45.512936177874096,-73.56124520301817
619,Notre-Dame-de-Grâce / Décarie,7,8,15,45.477384955188235,-73.61527817789465
620,St-Urbain / de la Gauchetière,35,7,43,45.50707812811467,-73.56139540672302
621,Parc Père-Marquette ( de Bellechasse / de Lanaudière),15,3,23,45.53935355552782,-73.59537363052368
622,Métro Papineau (Cartier / Ste-Catherine),15,9,24,45.52353,-73.55199
623,de Maisonneuve / Greene,18,0,19,45.48697062,-73.58929306
624,Drummond / Ste-Catherine,23,8,31,45.49863930330429,-73.57422709465027
625,Mansfield / Cathcart,13,14,27,45.500989292488576,-73.57050284743309
626,Ste-Catherine / Bishop,5,14,19,45.49658063218649,-73.5762146115303
627,Chomedey / de Maisonneuve,19,7,27,45.491750449903954,-73.58394473791122
628,Gilford / des Érables,12,3,15,45.53728040418993,-73.57534691691399
629,Fullum / Terrasse Mercure,17,1,19,45.535541603465234,-73.56593906879425
630,University / Prince-Arthur,12,33,47,45.5074794530521,-73.57864737510681
631,Gare Bois-de-Boulogne,3,19,23,45.53972553109637,-73.67716491222382
632,St-Sylvestre / St-Charles,2,19,23,45.53632382385609,-73.51224955918042
633,Casgrain / Maguire,10,3,15,45.525762548812956,-73.59485328197479
634,de Gaspé / Jarry,17,1,19,45.540780049797995,-73.63040059804916
635,Legrand / Cartier,10,3,15,45.55233742797057,-73.70748996734619
636,St-Dominique / Jean-Talon,30,1,31,45.53520398241678,-73.6175217570053
637,Chabot / Villeray,13,0,15,45.552289376429215,-73.61300647258759
638,Ouimet / Goineau,21,4,27,45.57504823374693,-73.68799567222595
639,Guizot / St-Denis,23,0,23,45.543423548290185,-73.63246187567711
640,Egan / Laurendeau,5,8,14,45.45290792768395,-73.58918591405198
641,Métro Plamondon (de Kent / Victoria),3,16,19,45.494686752797904,-73.63871866467889
642,St-Dominique / St-Viateur,7,23,31,45.52655700191558,-73.5982757806778
643,St-Charles / Grant,3,15,19,45.539824,-73.508752
644,Marquette / du Mont-Royal,13,7,23,45.53221791147474,-73.57543140649796
645,St-André / Ste-Catherine,4,22,27,45.516297540849614,-73.55801045894623
646,Métro du Collège (Cartier / Décarie),14,2,17,45.50843904979172,-73.6729645729065
647,Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),28,1,31,45.495537539518104,-73.6222583055769
648,Monsabré / Boileau,4,12,19,45.571796348222385,-73.54152023792267
649,Notre-Dame / Guy,7,11,19,45.48984195308291,-73.56737405061722
650,Chabanel / Tolhurst,13,7,23,45.540105018786974,-73.65347027778625
651,Pratt / Bates,6,8,15,45.51694782364431,-73.62631559371948
652,Métro Georges-Vanier (St-Antoine / Canning),8,8,17,45.4891,-73.57656
653,Fullum / Ontario,10,4,15,45.5303174,-73.5548669
654,Métro St-Michel (Shaughnessy / St-Michel),13,0,15,45.559199,-73.599658
655,Bennett / Ste-Catherine,16,3,22,45.55315915057821,-73.53263273835182
656,Louisbourg / O'Brien,12,11,23,45.53039449604383,-73.70393217686795
657,Métro Cartier,17,2,19,45.56007440937141,-73.68125259876251
658,Métro de la Savane (Décarie / de Sorel),9,9,19,45.500251758943925,-73.66171056035454
659,Alfred Laliberté / de Poutrincourt,8,9,19,45.53308032414161,-73.6945965886116
660,Clark / Fleury,3,13,19,45.54758205939525,-73.66522908210754
661,Métro Montmorency,20,3,23,45.55814299291968,-73.71942043304443
662,Ste-Catherine / St-Mathieu,11,19,31,45.49384690142783,-73.57917845249176
663,Tolhurst / Fleury,2,14,19,45.54407915308118,-73.66735741496086
664,St-Ambroise / Louis-Cyr,10,17,27,45.47519326260791,-73.58094334602356
665,Terminus Le Carrefour (Terry-Fox / Le Carrefour),15,8,23,45.56842034638607,-73.74687284231186
666,Métro Rosemont (de St-Vallier / Rosemont),22,1,23,45.531921043052655,-73.59804779291153
667,Mexico / Valois,4,21,27,45.58470514858118,-73.71925413608551
668,de Hampton / de Monkland,6,3,11,45.47117930747152,-73.6270022392273
669,2e avenue / Centrale,10,4,15,45.43289463113104,-73.59685689210892
670,Métro Mont-Royal (Pontiac / du Mont-Royal),27,9,39,45.52538954131252,-73.5820671916008
671,Laird / Glencoe,4,10,15,45.50619158460727,-73.64230799681536
672,Parc Beaubien Outremont (Stuart / St-Viateur),13,1,15,45.515969694922276,-73.60827505588531
673,Parc St-Claude (8e rue / 7e avenue),16,2,19,45.56223427759079,-73.69167619946893
674,du Souvenir / Chomedey,14,1,15,45.55188644388879,-73.74444007873535
675,Maguire / St-Laurent,11,1,15,45.524628485592636,-73.5958108305931
676,Durocher / Beaumont,20,1,23,45.52799772330074,-73.61919969320297
677,Maisonneuve / Wood,12,6,19,45.48819793805841,-73.58807051185067
678,de la Côte-Ste-Catherine / Decelles,18,0,19,45.50094101588506,-73.62563699483871
679,Métro Jean-Talon (Berri / Jean-Talon),16,2,19,45.53900036432657,-73.6142510175705
680,Métro Sherbrooke (de Rigaud / Berri),22,4,27,45.51814312154928,-73.56800436973572
681,University / des Pins,26,8,35,45.50817464963893,-73.58002064942411
682,Christophe Colomb / Gilford,14,0,15,45.52970275925261,-73.58288526535034
683,Gilford / St-Denis,13,22,39,45.52500713558964,-73.585617095232
684,Notre-Dame / de la Montagne,8,19,27,45.49302901258371,-73.56481790542603
685,Milton / University,37,1,39,45.50651983995355,-73.57640504837036
686,Metcalfe / de Maisonneuve,16,13,31,45.501804363327565,-73.57434511184692
687,Marché Atwater,16,13,32,45.48020822800015,-73.57759863138199
688,de la Commune / Queen,28,5,35,45.49684196538493,-73.55289280414581
