row_from_station,fsq_id,category_id,name,latitude,longitude,rating,total_ratings,total_photos,total_tips
1,4c1bab3fb306c928499162b7,13026,Omnivore,45.519303,-73.584123,8.6,160,42,43
1,52bda318498ea9ee71683443,13034,Cafe Code Black,45.517508,-73.580238,7.9,94,53,21
1,4ad4c06ef964a520b8fa20e3,13026,Rotisserie Portugalia,45.51753,-73.581935,7.2,31,23,11
1,51fc19c5498e2e3cfe9a15f2,13034,Café Replika,45.520257,-73.579164,8.8,165,101,44
1,4ae22438f964a5201e8b21e3,13003,Réservoir,45.517243,-73.579309,8.6,316,183,80
1,57afa453498eb17ed0d8e5c3,13034,Dispatch Coffee,45.516964,-73.579058,8.8,101,64,13
1,4b50bb99f964a520e02f27e3,11071,Tami Beauté des Ongles,45.51754,-73.578689,8.3,23,25,9
1,4cd1f545de0f6dcbe6617463,13003,A Bar,45.519849,-73.579684,7.6,43,33,11
1,4adb57f9f964a520352621e3,13001,Bagel Etc,45.518855,-73.583818,7.5,151,95,42
1,595eaff1f427de5e694c808c,13009,Bar Suzanne,45.517251,-73.578922,8.0,41,20,5
1,4b4b8d76f964a52007a026e3,13034,Chez Jose,45.518745,-73.578098,8.9,94,85,33
2,4e0de9987d8bb178a8a3496c,16032,Parc Aimé-Léonard,45.610015,-73.636813,6.7,10,11,2
2,4dfbef26c65b31579b2cb796,17119,Bicyclettes Montréal-Nord,45.606447,-73.63883,,,,
2,a5e3e0c2e63e42e53a725998,,Classique de course à pied de Montréal-Nord,45.60754,-73.638235,,,,
2,2155633d6c5c4eaa94ef3bca,11043,Bilodeau Richard,45.607606,-73.6378,,,,
2,4c4ecb32fb742d7f8553dc2e,11034,Chevrier Instruments Inc,45.605488,-73.638458,,,,
2,304aba115036456aba64a1e7,15007,Ivoire Montréal-Nord Denturologistes,45.606856,-73.638309,,,,
2,4ed66c7b0039e808368bf069,11071,Ongles Phoenix,45.607565,-73.634304,,,,
2,751e89b6e20941c7d59aa47b,12082,Syndicat des Agents de Conservation de la Faune du Québec,45.606687,-73.638255,,,,
2,4cf99c1bc671721efe5fb818,13064,Restaurant le Vieux Four de Laval,45.611384,-73.644772,7.1,18,0,4
2,568b06c4498e017dcdcd68b3,11114,Notaire Réjean Barriault,45.60578,-73.635361,,,,
2,4cac95ec14c337044a7ff13b,13028,Le Petit Gueleton,45.60538,-73.635493,,,,
2,981ffc60307c4e670724ce98,12086,Club Social Montreal-Nord,45.60617,-73.638481,,,,
2,38f6d1f4cad94abda25fc5cf,12091,Camee,45.60617,-73.638481,,,,
2,4e7bfed89a527ce9558cc75b,13064,Restaurant Mamina,45.60509,-73.635726,,,,
2,4c13b921a9c220a18c36569d,17029,Depanneur Koby,45.609683,-73.633647,,,,
2,5170075ac84ca25de0b10f37,11010,Monsieur Muffler Pneus et Mécanique,45.607568,-73.645081,,,,
2,5254e94154954c341cc7bb63,11076,Ceramique Evasion,45.607565,-73.634304,,,,
2,7f800ee09db84f235bfac962,11064,Franck la Solution,45.605671,-73.6406,,,,
2,1133ca53e31649bb3149d9ae,11073,Esthétique Belle au Naturel,45.605824,-73.635993,,,,
2,5ec91933c693497beac082f7,11083,Bocle Inc,45.611536,-73.637495,,,,
3,4ad4c06cf964a52003fa20e3,10030,Ecomusee du Fier Monde,45.520345,-73.563664,7.9,15,22,2
3,55a4301a498edc8d7066afe0,13314,Le Mousso,45.520127,-73.563173,8.5,53,40,9
3,4c30d1c9a0ced13a7fb6126e,17065,Marché Saint-Jacques,45.520634,-73.563431,7.7,63,29,13
3,4b918be8f964a52087c433e3,13031,Restaurant Philippe,45.519976,-73.562248,8.4,30,17,11
3,4c76b862923ba143ddca64e6,11061,Body Spa,45.519964,-73.562829,7.0,12,3,1
3,597bf745033693058a6a4ba7,10039,Ti-Agrikol,45.519693,-73.56219,7.1,11,3,1
3,54103fbf498e59b0264f5007,13034,Café Sfouf,45.521573,-73.561911,7.4,71,45,21
3,4c07a1becf8c76b03f403c65,13027,Bistro Tôt ou Tard,45.521593,-73.566562,7.8,99,104,32
3,4b4758c4f964a5206e2f26e3,13276,Restaurant Uchi Sushi Inc,45.519541,-73.561265,7.8,42,24,12
3,4ad4c06ef964a5201cfb20e3,10037,Usine C,45.522224,-73.560624,8.9,70,95,2
3,4ad4c06bf964a5202af920e3,13003,Le Cheval Blanc,45.51817,-73.564467,7.5,157,138,39
3,4c5ade7db05c1b8db33bd9b1,17061,Fromagerie Atwater,45.522599,-73.56175,7.6,10,1,3
3,4c8a97ad9ef0224b404b5c7b,17119,Le Grand Cycle Enr,45.520826,-73.567943,7.7,11,3,5
3,4f3453ffe4b0aa1d1a754aaa,13326,Poutineville,45.523233,-73.561334,7.9,406,279,90
3,57350c07498e9001109eec83,13003,Macbar et Fromage,45.52283,-73.561563,7.6,30,10,8
3,4b526410f964a520fa7a27e3,10039,Theatre Prospero,45.523233,-73.561334,7.4,9,6,2
3,4ff33b5fe4b0aeae9cc8fb6d,10001,Randolph Pub Ludique,45.516381,-73.565815,9.2,180,238,45
3,55b2531a498e9b7915b880f1,10003,Arcade MTL,45.516495,-73.565819,8.4,38,24,9
3,4c1fa81eb306c928a8c568b7,11064,O Lab Coiffeurs,45.51725,-73.56778,8.3,12,7,1
3,4bb96a467421a593c6cdc240,13148,O'Thym,45.518359,-73.557934,8.4,75,52,25
4,5d9c72c4f2a4430008664954,17076,SAQ,45.592954,-73.510904,7.0,3,0,0
4,4ba657dcf964a5207f4839e3,13031,McDonald's,45.592952,-73.511001,6.3,16,3,6
4,4ad4c06cf964a520f0f920e3,16032,Société d'Animation de la Promenade Bellerive,45.594922,-73.50912,8.3,51,75,6
4,4b68d0bdf964a520608e2be3,17035,Uniprix,45.593967,-73.51142,,,,
4,5a9d5affd0a1495370ba1f43,17029,Couche-Tard,45.591821,-73.510675,,,,
4,51291233e4b0f4c984da562c,17135,Planète Jeux,45.593459,-73.511259,,,,
4,4b661c9df964a52049142be3,17069,Metro Notre-Dame,45.594418,-73.511628,6.3,5,3,3
4,5785ebecab7b4631a97edcc4,11098,Clinique de la Toiture Fca,45.592548,-73.511328,,,,
4,4fbfd70ee4b02db73d8daf0c,11026,C P E du Dolmen,45.590641,-73.510008,,,,
4,98fa21c0eb384a77e31a9154,11027,Info Station C,45.592315,-73.511612,,,,
4,ed3aa8447d7147d0ede67153,11143,Editions Dédicaces Inc,45.591871,-73.511016,,,,
4,f9a98ba6a6ad461db89acee1,11021,Sexestar,45.591586,-73.511056,,,,
4,48889a55f03a453814d4da3f,11045,Scotiabank,45.59143,-73.510323,,,,
4,0080e3ec3d6245bf2a33cd4d,11111,Saguy Barchichat - Avocat Immigration Lawyer,45.594196,-73.51133,,,,
4,f95a907a0c1de9eb3108ac76,11107,Bigelow Assurance,45.593316,-73.51271,,,,
4,07b4ca40969340a709e954c3,11087,Climatisation Solutionair,45.592292,-73.512776,,,,
4,f48c4ded42ee42495979491b,17090,Dulux,45.594304,-73.511624,,,,
4,bd1e2858899b4fe6d79c4a43,12087,Maison des Familles Mercier-Est,45.590793,-73.510934,,,,
4,746def190406404681794f4a,,J.E Fashions,45.591773,-73.513099,,,,
4,1601652a37184b83fd6d1f66,17084,Atelier Anjou,45.591201,-73.513276,,,,
5,4f637d0de4b02ac2c420efd0,17110,Animal Vert Boutique Pour Animaux Inc,45.53052,-73.566217,7.9,8,148,2
5,532dad6a498ef601208851dc,13002,Planète-Pain,45.531504,-73.565328,,,,
5,4b3d1b57f964a5201d8e25e3,17069,Metro Bigras,45.531216,-73.565561,5.6,39,2,8
5,4c48ce1b9e3e2d7f2d2bea47,17119,Vélo Ibike,45.533171,-73.567222,7.2,11,3,2
5,4b9ac3c3f964a5208ad335e3,16033,Parc à chiens du Parc la Fontaine,45.52746,-73.565829,8.5,13,18,1
5,4ad4c06cf964a52031fa20e3,13031,Maam' Bolduc,45.534303,-73.570214,8.2,121,69,36
5,5a8100f94940bc4aba10cdf8,13064,Pizza Tifosi,45.533109,-73.567463,,,,
5,4ba1799bf964a52022ba37e3,16032,Parc Baldwin,45.537675,-73.566445,8.2,49,48,12
5,4bbbaf912d9ea59314bc9fce,10051,Aréna Mont-Royal,45.533305,-73.571782,7.7,8,24,2
5,4fad4836e4b0304af60b5ad6,17029,Dépanneur Peluso,45.536887,-73.56327,8.5,80,27,17
5,549dad57498ee55ba120b668,10015,Échappe-toi Montréal,45.530525,-73.557544,8.3,13,4,1
5,4b003915f964a520a73b22e3,13145,Restaurant les Belles Soeurs,45.5361,-73.568479,7.5,33,19,14
5,4ad4c06cf964a520cef920e3,16032,Parc la Fontaine,45.526246,-73.569666,9.5,774,1114,101
5,4b1c3a52f964a520a70424e3,13002,Les Co'Pains d'Abord,45.534294,-73.573461,8.7,89,53,34
5,4bc9556c511f952178a9adc7,13148,Bistro sur la Rivière,45.530978,-73.557655,7.7,27,15,9
5,4bbd5500f57ba593000daeb9,17029,Boni-Soir,45.536887,-73.56327,7.8,8,0,8
5,4af7fc8cf964a520aa0a22e3,17059,La Maison du Rôti,45.534408,-73.573465,8.2,125,19,22
5,4b65ba11f964a52005fc2ae3,17035,Jean Coutu,45.53436,-73.573027,8.1,16,3,0
5,59a1dc4459fe5c0d4f04cd8f,13035,Mr. Puffs,45.532971,-73.574242,8.5,17,9,3
5,4ae3d573f964a5203e9921e3,13009,La Distillerie No2,45.535105,-73.572712,8.0,197,178,52
6,50707836e4b0dc1abff0fbf4,13065,Restaurant du Jardin Botanique,45.556047,-73.557237,8.0,26,25,4
6,4ad4c06cf964a5200cfa20e3,10027,Le Musee Dufresne-Nincheri,45.553726,-73.553964,8.0,11,28,3
6,4ad4c06bf964a520acf920e3,16017,Montreal Botanical Garden (Jardin Botanique de Montréal),45.557253,-73.556645,9.1,606,1285,94
6,4f52555ee4b0754d57782998,13276,Fusion Express,45.55257,-73.552134,8.3,9,2,1
6,4fe61f03e4b0bdc4f4727925,16032,Parc Guido-Nincheri,45.554444,-73.555005,,,,
6,4fb54ecc0cd6896958ab678d,16041,Esplanade Financière Sun Life,45.5553,-73.552026,7.3,56,218,12
6,4cacbdbf97c8a1cd3a8ba3a5,17119,Velo Montreal,45.552316,-73.556246,7.4,8,1,0
6,5d349cc71284d6000730e6c5,16017,Les Jardins D’accueil,45.555799,-73.555436,,,,
6,4c3a7a080a71c9b60d6144c9,13031,Restaurant la Belle Province,45.5529,-73.555489,6.4,19,10,6
6,4dfa462214959516a9646181,10031,Espace pour la vie,45.559773,-73.550034,,,,
6,a4a8b15c1be04eedb1885405,17030,Adele Beaute,45.554494,-73.555346,,,,
6,4e0b9bc4aeb784b164d13b01,16017,Jardin de Chine,45.559145,-73.558644,9.1,57,185,5
6,4e162ea1fa76a47449697261,16000,Jardin alpin,45.558384,-73.559736,8.2,10,9,1
6,539263b1498ecd20b195456d,16037,Parc Exalto,45.556237,-73.553462,,,,
6,4d8f2202788c54816d6148fd,13032,Tim Hortons,45.552111,-73.555173,6.3,20,5,1
6,4d45cb157e2e5481e5ee6d8f,17089,Boutique du Jardin Botanique,45.557197,-73.556595,,,,
6,60cfa4f8651da92935137571,13046,Le Botocoin,45.552536,-73.556641,,,,
6,5a9d447e1ffed77e6e0c78f0,17029,Couche-Tard,45.552112,-73.555076,,,,
6,4c4c48b8712ac928dbad1b6e,16032,Parc Jeanne-d'Arc,45.553478,-73.552162,,,,
6,515652f6e4b03caa16c1eb37,13031,Poutine Centrale,45.551436,-73.549141,8.1,86,77,22
7,4b0e0ae1f964a5204d5423e3,13002,Fous Desserts,45.529172,-73.587785,9.0,102,67,36
7,55c287a1498ef51b9b0cbf7a,13034,Noble Café,45.527216,-73.588982,9.1,109,38,22
7,5228e5c311d2f5dbebbf9071,17091,La Maison Tricotée,45.527624,-73.5857,8.8,25,35,6
7,4ad7ed48f964a520221021e3,11064,Oblic Salon Urbain,45.52666,-73.588382,8.4,14,5,9
7,4dc5d0bdb0fb5556ccfb8180,17065,Marché 3 Piliers,45.52746,-73.585356,7.8,15,1,2
7,4bd49c8b6798ef3b6e02628d,16032,Parc Sir-Wilfrid-Laurier,45.531911,-73.587195,9.5,258,337,29
7,4ae8fd4cf964a520ddb321e3,13049,Restaurant Chez Claudette,45.526455,-73.590071,8.0,153,74,32
7,4bedc39d4daaa593322f8f61,11061,PlanèteHair Coiffure,45.528236,-73.591874,7.7,11,15,5
7,4bcf4d0277b29c7424d28882,17067,Fruiterie Muscat Inc,45.526263,-73.588321,8.2,28,1,4
7,4b3ad868f964a5201f6f25e3,13148,Restaurant la Raclette,45.529554,-73.583,8.5,43,25,12
7,4c1ae840eac020a1bb2144c2,18075,Piscine et pataugeoire Laurier,45.532382,-73.586435,7.8,29,44,8
7,4ada4b0ef964a520002121e3,13067,Ouzeri,45.525014,-73.585519,9.0,148,47,36
7,51f31204498ed7e3e626b4d0,11064,Coifferie Paradiso,45.530628,-73.583277,7.9,13,207,5
7,5241c83c2fc6fff3c4d5622e,13002,Vasconia Boulangerie,45.525229,-73.586107,7.8,18,8,2
7,5ae522ef1ffed7002ccfddd8,13309,Mazbi Restaurant,45.525025,-73.584938,8.4,14,13,5
7,57939795498e766234b1e9e7,13035,Café Myriade - le Plateau,45.52481,-73.584349,9.1,64,30,12
7,4c927222d2e1a1438b7dca26,17082,Nuspace Mobilier,45.525191,-73.585185,8.0,12,15,3
7,4b6b0a16f964a52095ee2be3,13035,Lapin Pressé,45.533164,-73.58428,8.7,112,55,36
7,4bbaca23935e9521e18d2890,13046,Creme Glacee Bo-Bec,45.532999,-73.584032,8.3,51,73,16
7,4adb8ea7f964a520f62821e3,11064,Tornade l'Académie de Coiffure,45.525139,-73.584941,7.8,12,7,8
8,4cade2fc4f1c9521c7cadb21,13148,Chez Chose,45.547215,-73.60296,8.3,25,23,7
8,4ee6564da69d89905dd3dd62,17035,Jean Coutu,45.546125,-73.603458,6.9,11,,
8,53374732498eb0bba1f2e6a5,13034,Soucoupe café,45.544852,-73.60458,8.3,21,17,7
8,5561f419498eb7663977086e,13034,Paquebot,45.54873,-73.601168,9.0,66,28,15
8,4fb29469e4b03516ff6dcc7e,17029,Depanneur Belanger-Plus,45.546636,-73.603523,,,,
8,4b527e32f964a520ba7f27e3,13236,Restaurant Roberto,45.549703,-73.60086,8.9,57,40,18
8,5b6b5da3178a2a002c2c4875,13039,Épicerie les Récoltes - Produits Biologiques et locaux,45.547223,-73.602573,,,,
8,4e6ea4cfd1647b1137a0cd55,13352,Thai Sep,45.548626,-73.606206,7.9,19,12,6
8,4c86a76ed8086dcb05599c52,13276,Sushi Löbu,45.548383,-73.606974,7.7,15,4,9
8,4c2818d9ed0ac9b618d55faa,13002,Boulangerie & Charcuterie San Pietro,45.549206,-73.605643,7.9,19,14,5
8,4b1b0707f964a520b5f623e3,13064,Restaurant Roberto,45.549531,-73.600903,7.6,35,21,11
8,4c1b4d97b306c92840ec61b7,17069,Metro,45.545378,-73.60387,6.2,32,6,2
8,56b39d6b498ef1bb016ab2b9,17058,Veux-tu une bière,45.543043,-73.60137,8.5,12,1,3
8,4e388a8faeb72d06595fca58,13068,Restaurant Pupuseria Cabanas,45.544725,-73.605254,6.3,14,3,5
8,4ad4c06ef964a520c4fa20e3,13064,Restaurant les Deux Fours,45.551265,-73.599505,8.5,30,9,10
8,4e8520329adfdc1fadf2ba2f,10032,Bar le Jockey,45.541815,-73.603026,8.2,47,32,14
8,50b36342e4b03641dea58b6b,13028,Régine Café,45.543549,-73.596103,9.1,344,305,83
8,4b6fa520f964a520eaf82ce3,11087,Homier Luminaire Inc,45.548961,-73.600981,,,,
8,4bee26a9a40fc928f326830c,11094,Bétonel,45.544709,-73.600503,,,,
8,4cd9ed6c6c25b60c207cd34f,17059,Marchand du Bourg,45.542788,-73.597193,8.3,9,5,4
9,4bbcffee07809521f00dda91,13148,La Socca,45.456557,-73.54698,7.9,14,7,3
9,4e24015dcc3fee7eee22c72f,16032,Parc Elgar,45.457299,-73.546762,7.2,11,4,1
9,5ee56608376fb400075dd6ca,13064,Pizzeria 5 saveurs pizza,45.456499,-73.547027,,,,
9,4bfed8ab68c7a59357c63f44,17029,Couche-Tard,45.456503,-73.546834,,,,
9,4bb4028ff187a593bfcb13f8,16032,Boisé de l'Ile des Soeurs,45.453702,-73.547761,8.0,11,9,2
9,4e3279911850ad3b6cb6c9af,16030,Tennis Elgar,45.457787,-73.54789,,,,
9,4bbe002f593fef3bed210456,18075,Complexe Aquatique,45.456655,-73.544903,,,,
9,4e216cfa8130e92fc6a4446a,11057,Stop Gourmet,45.456003,-73.546286,,,,
9,4c0c3225a1b32d7fde3a9cf0,16037,Parc West Vancouver,45.457387,-73.542411,7.4,9,36,1
9,4c8eae7da8de224b30822901,11026,CPE Ile-des-Soeurs,45.455844,-73.548506,,,,
9,ee914acd1e3343b0bdaeb88d,11045,Scotiabank,45.456883,-73.547668,,,,
9,0e626cc8a54c41790f82cacf,15023,Isagenix,45.456307,-73.545279,,,,
9,c44a02484add4e0384c46abf,11000,S'Organiser,45.455743,-73.547922,,,,
9,0c633605854048ce097e77dd,11070,Massage Action,45.45824,-73.545147,,,,
9,d128332d4ead491d3b1454de,11170,Domainkit,45.454931,-73.545913,,,,
9,5e03e757a40c4a06d013788f,11097,TOA Entretien Général,45.454874,-73.54596,,,,
9,dda9ca4226054a2c480cc6d8,,Photographie Robo Mast,45.454874,-73.54596,,,,
9,522c72cb18634e7dabae7307,17060,Mon Côté Sucré,45.455881,-73.549523,,,,
9,246b140893ae475f8bdafb40,17045,Isellall.ca,45.456896,-73.549845,,,,
9,eb321940018c4cacf4c59bf7,11081,Www.Patioprojet.Com,45.456442,-73.549831,,,,
10,4f455230e4b09e5f75505557,13034,Café Différance,45.502751,-73.562815,8.4,179,84,50
10,58e259e22f91cb7e886c5329,13192,Venice Mtl,45.502432,-73.564499,8.0,40,13,9
10,4ad4c06df964a5206efa20e3,13148,Toqué,45.502899,-73.561076,8.8,170,194,50
10,4bf40d8194af2d7ff91b3a72,16041,Square Victoria,45.502118,-73.560373,8.5,142,354,12
10,5717aca3498e90419bb45b52,13051,Portus 360,45.499914,-73.562628,8.7,43,51,15
10,57dafea0498e5359faf5f11f,13003,Tiradito,45.504444,-73.563353,8.4,82,60,13
10,5acf8393da5ede3fd128d847,13009,Club Pelicano,45.504442,-73.563449,7.6,11,9,1
10,4dd5a386ae60680f14db2d7e,13031,Five Guys Burgers & Fries,45.50061,-73.559115,8.3,230,150,81
10,5c4eff6cbcbf7a002cd87ecf,13034,Structure Torréfacteurs - Structure Coffee Roasters,45.500666,-73.559165,8.6,19,17,4
10,4c584fd3b7a31b8de23652da,11057,Miss Prêt à Manger,45.504717,-73.563894,7.8,18,15,9
10,4bf44f8794af2d7f75713a72,17020,Boutique Rooney,45.501628,-73.559341,7.8,23,6,7
10,4dc8a70ee4cdf14b854e6df2,13148,Chez Delmo,45.502954,-73.558366,8.7,49,29,17
10,5dc06582e557ca000833eecb,13297,Chifa,45.504553,-73.56355,8.0,9,7,3
10,5c854e92da7080002c7baa55,13065,Dandy,45.503173,-73.55876,8.2,16,14,2
10,4b034dbff964a520744e22e3,13276,Restaurant Vargas,45.501521,-73.567424,7.9,90,39,26
10,550bd362498e0e9050efe954,13003,Escondite,45.502931,-73.567905,8.7,149,71,41
10,5485d132498e1221995062ce,13072,Jatoba,45.50334,-73.567385,8.3,137,125,28
10,4ec2ebeebe7bfa77566e8857,13302,Helena,45.500401,-73.558236,8.6,123,129,29
10,4c8ec0e5d68c6dcb38fcfea1,13051,Brit & Chips,45.500632,-73.55805,8.6,325,282,106
10,59622257531593143d4e0ff9,13009,Nacarat,45.500595,-73.568266,8.9,32,28,2
11,57bb6bde498e6e9c8814903b,13192,Koa Lua,45.495936,-73.576688,8.6,34,25,9
11,4ad4c06bf964a52024f920e3,10032,Upstairs Jazz Bar & Grill,45.495318,-73.576329,8.4,154,149,39
11,4ad8ad03f964a5209c1321e3,13034,Café Myriade,45.495966,-73.577996,8.8,382,322,104
11,5cddea702db4a9002b53cfa4,13046,Matcha Zanmai,45.495861,-73.577605,7.7,13,17,1
11,4dd7165f2271c5d36d3360e6,13298,Garage Beirut,45.495265,-73.576182,8.4,90,23,26
11,4bc0d481f8219c74b949b210,17020,Rudsak,45.496631,-73.576032,8.3,20,3,6
11,4beb118862c0c92899a8e1d4,13065,Jugo Juice,45.495402,-73.577784,8.1,10,13,6
11,514ce722e412d48b33804432,13016,N sur Mackay,45.495318,-73.576329,7.8,13,38,3
11,56453da5498e11179bd146d7,13016,C'Cho-Colat,45.496356,-73.575588,8.1,58,84,11
11,598528d34c954c7964d137f1,13012,Arabica Lounge,45.49539,-73.575605,7.5,14,4,1
11,4ad4c06af964a52000f920e3,13018,McKibbin's Irish Pub,45.496888,-73.577348,7.8,290,288,59
11,5823425ea1f3184ac2da7c35,13236,Parma Cafe,45.495796,-73.575182,8.1,28,14,7
11,5984c8240123581165c0db28,13263,Gyu-Kaku BBQ,45.497049,-73.575029,8.6,38,37,8
11,4b4fa48bf964a520e10e27e3,13051,Restaurant Ferrari,45.496848,-73.576523,7.4,22,5,5
11,579cf272498e51784f11cd74,17089,Prohibition,45.49691,-73.576283,7.5,9,4,2
11,5b625312270ee7002c6093d5,13047,Uncle Tetsu,45.494526,-73.578967,8.4,25,26,6
11,4adb851ef964a5208c2821e3,13029,Les 3 Brasseurs,45.497212,-73.575373,8.0,479,418,114
11,4e160033227165ad03b42035,13034,Nos Thés,45.494936,-73.57835,7.7,86,91,23
11,5855d435ef787f7892b7dec9,13031,Notre-Boeuf-de-Grâce,45.497506,-73.577707,8.4,50,23,10
11,5a63c6ffdd70c5625b39f49e,17057,Bulk Barn,45.494317,-73.578088,7.8,8,325,
12,4c424bb5af052d7fd1c97e79,18018,Kanawaki golf course,45.423961,-73.651923,,,,
12,573ba72838fa2528bdb90ef5,13027,Restaurant Habanos,45.423014,-73.65107,,,,
12,4d2ccb86ae3a8cfab14fbf70,16017,Lasalle community gardens,45.42648,-73.653604,,,,
12,43de35b2da804be93190b93d,11061,Johno kutz,45.423199,-73.650351,,,,
12,332e5f33dd944991170d6ae8,,Massothérapeute & Thérapeute du Sport Agréé Chri stina Pizzino,45.422766,-73.649369,,,,
12,5327bc4111d25a0bd4fd000b,16037,Parc Tortue,45.425946,-73.654698,,,,
12,ecd7e740e3b44008ceda1a4e,,Club de Montréal Sport & Social Inc,45.427271,-73.648409,,,,
12,4d7fe12d551ea1cd501f10c5,11000,Cristina Ballerini Real Estate Broker Groupe Sutton,45.420918,-73.650854,,,,
12,12f021aa696a47beb1a17aac,11028,"Farina, G Transport Enr",45.426573,-73.6465,,,,
12,4b9db5fcf964a5205cbb36e3,13064,Manzo Pizzeria,45.42735,-73.639225,7.8,21,4,10
12,4ba785eaf964a5205f9a39e3,19036,Dac Aviation International Ltée,45.427977,-73.644516,,,,
12,ed83a13048fa43952bc3cf32,11020,Blucirrus Data,45.423472,-73.653551,,,,
12,4f691ccbe4b04229ecb0d578,16020,Parc des Saints-Anges,45.424434,-73.656387,,,,
12,4b93fa79f964a5208b5e34e3,17067,Sami Fruits,45.43212,-73.647267,7.3,44,16,13
12,53110c01498e7a7eca449a70,17035,Uniprix,45.42291,-73.642509,,,,
12,1f67c9ab6a4f408c16e32f1f,11000,Grace Canada Inc,45.428644,-73.647875,,,,
12,564f7f65498eba6095917897,11037,U-Haul Neighborhood Dealer,45.430136,-73.647152,,,,
12,a4fcb13ddd13481e75ad2253,11010,Ateliers M Driveshaft Inc,45.428382,-73.646851,,,,
12,4faf0f17e4b08a88c6060d35,10000,V-Lounge Lasalle,45.423782,-73.641523,,,,
12,d81777d5ce8b423a66292f4b,,Shur-Fast Fastner,45.428178,-73.64578,,,,
13,5561f419498eb7663977086e,13034,Paquebot,45.54873,-73.601168,9.0,66,28,15
13,50b36342e4b03641dea58b6b,13028,Régine Café,45.543549,-73.596103,9.1,344,305,83
13,4cade2fc4f1c9521c7cadb21,13148,Chez Chose,45.547215,-73.60296,8.3,25,23,7
13,4b527e32f964a520ba7f27e3,13236,Restaurant Roberto,45.549703,-73.60086,8.9,57,40,18
13,4cb5f0cc8db0a14369426616,13031,La Boulette,45.54655,-73.593874,8.8,116,57,36
13,4ba543c8f964a5208bf338e3,13276,Sushi Itamea,45.544071,-73.595587,8.0,15,3,8
13,4b1b0707f964a520b5f623e3,13064,Restaurant Roberto,45.549531,-73.600903,7.6,35,21,11
13,5453ef21498eada7ce585fdd,17076,SAQ Express,45.545575,-73.594278,7.5,15,0,0
13,4cd9ed6c6c25b60c207cd34f,17059,Marchand du Bourg,45.542788,-73.597193,8.3,9,5,4
13,56b39d6b498ef1bb016ab2b9,17058,Veux-tu une bière,45.543043,-73.60137,8.5,12,1,3
