row_from_station,fsq_id,category_id,name,latitude,longitude,rating,total_ratings,total_photos,total_tips
562,4b2fd76cf964a52004f124e3,17035,Jean Coutu,45.566239,-73.575988,6.9,5,1,0
562,507276bae4b01a3599f7a055,17098,Atelier de Musique Analogix,45.564081,-73.578683,,,,
562,4e6b63511520f3f52455d4d0,11064,Nathalie Brosseau Coiffure Styliste Visagiste,45.564255,-73.578543,,,,
562,4c339df5a0ced13adaec166e,13002,Fournil Ancestral Inc,45.56386,-73.578385,,,,
562,4b8a99dbf964a5207e7432e3,17035,Uniprix,45.563573,-73.578521,,,,
562,4bec953cfd60a593ab423bf1,13064,Beaubien Deli,45.562001,-73.580362,7.5,17,10,6
562,52aa17df11d2e88a3e234869,15024,"Pilotte Nantais, Salon d'Optique",45.563968,-73.578679,,,,
562,4c34cabeed37a593027e6f03,16032,Parc Etienne-Desmarteau,45.560565,-73.578279,8.0,12,79,8
562,4d8cd86a5234a090f8d7a9bd,11074,Casablanca Bronzage,45.56334,-73.578805,,,,
562,b97ee9a9a47d4ae635a9abd8,11096,"Oliver | Plumbing in Montreal, QC",45.564693,-73.576569,,,,
562,4b6dd825f964a520ff942ce3,17029,Couche-Tard,45.566642,-73.575759,,,,
562,504b50e1e4b03dcfecb4b6d9,17069,Le Petit Marché de l'Est de Rosemont,45.566221,-73.576861,,,,
562,fcdb8e0ee1ac4f7fca138251,11000,Frédérick Lussier-Côté Courtier Immobilier Résidentiel,45.564091,-73.578198,,,,
562,4d27d74a0e6944cd615ba636,11163,Stephan Simioni,45.564035,-73.578148,,,,
562,4e18f00bfa7619464596862b,13338,La Grotta del Mare,45.562981,-73.579666,,,,
562,4cec3893f368b1f7320774f7,17076,SAQ,45.567148,-73.576017,,,,
562,01d55ec3557f4a251b66771c,,Étapp Développement d'Applications Mobiles,45.563756,-73.577897,,,,
562,4e622397a80951b3185b606e,11064,Coiffure Melric,45.567379,-73.575831,,,,
562,8d6ed1a255b44bae2cbf8ace,17037,Doc & Associates Inc,45.563734,-73.578963,,,,
562,4d2f65fe7791224b586ec742,15003,Clima,45.56329,-73.581228,,,,
562,4d6a76c1b6f46dcb87e330b2,13039,Subway,45.561764,-73.580839,6.3,2,0,0
562,4b7f3b6ef964a520012130e3,17029,Beau-Soir,45.563843,-73.573632,,,,
562,51cb6ecc498ed6ec72e1f333,13051,Poissonnerie Rayan,45.569274,-73.583263,8.0,17,21,4
562,edfd1058076a469eb455e75c,13065,Petit Ya Courtier,45.566801,-73.576297,,,,
562,51687cb4e4b0b5862d762aa1,13095,Restobar Chez Toutou,45.566785,-73.585462,7.4,9,0,3
562,5654cfba498ea44f796819f7,17112,Imprimerie Ajm Inc,45.561764,-73.580839,,,,
562,0cb23cc13e4e4b546b7e0a35,13065,Grotte de la Mer Inc,45.562868,-73.579662,,,,
562,a6578cddbd324a6b4a639177,11087,Climatisation Condair Enr,45.563602,-73.574303,,,,
562,4ba412c4f964a5209f7e38e3,13072,Aux Sept Bonheurs Restaurant,45.561573,-73.573462,,,,
562,507c2dc5e4b047ff2d53f139,16032,Parc Raymond Levesques,45.564094,-73.58363,,,,
562,fa2dbf27fc9a48ff0458390a,11034,OCEE Inc,45.56345,-73.573377,,,,
562,0bba7febbdae4ac919c68e1f,17112,Enseigne Moderne Néon,45.564977,-73.582155,,,,
562,4c82753947cc224b36d4859f,16032,Parc de Louisiane,45.568138,-73.572072,,,,
562,4bb40a10bd4b9c742e5232f5,13003,Le Plan de Match,45.565627,-73.586492,6.6,10,5,4
