row_from_station,id,name,rating,review_count,latitude,longitude
456,sK3Rb2TyDZQBhwu5l3sezw,Place Jacques-Cartier,4.0,13,45.5109183239064,-73.5527801513672
456,Wkw2h5UYaGbXsq9si0vWxw,Place Jean-Paul Riopelle,4.5,4,45.5032781324417,-73.5610858306048
456,mqxddLiYeUp7IM9wHhUF-w,Place Émilie-Gamelin,4.0,18,45.515356079472426,-73.56000363497009
456,pZLKYd4glk9ow2_sUfVLtg,Centre de plein air de l'UQAM,4.5,3,45.5118993,-73.5596455
456,lmQg96Lly7OGsbrrum03rA,Esplanade Tranquille,4.5,3,45.50959694958091,-73.56495368834328
456,7I0dcSeA5ooDeOzLpFQaxw,Place Jean-Paul Riopelle,4.0,1,45.5032,-73.56184
456,l_sRGvWhKA4Ic7g6DhasZw,Parc Linéaire de la Commune,5.0,1,45.504394,-73.552635
456,4l-WPXmsW0ZIiJ2BDERQrw,Place Sun Yat-Sen,3.0,3,45.507848333883565,-73.56043250092497
456,LdQN_8NbaY6HnpF5s5S_CQ,Place de la Paix,3.5,3,45.5094184184441,-73.5621623474797
456,sVRAov4IFK9vH_EF6qpnEw,Belvédère du Chemin-Qui-Marche,5.0,1,45.513191,-73.548732
456,J_LRxEQGytnIK4lzdZXjlA,Parc de Dieppe,4.5,2,45.4995,-73.54443
457,E14VLV7RMLpoLhEVpPVQcQ,Vieux-Port de Montréal,4.5,113,45.4999814,-73.5533775
457,Wkw2h5UYaGbXsq9si0vWxw,Place Jean-Paul Riopelle,4.5,4,45.5032781324417,-73.5610858306048
457,ueW53pCIg0YsD5CRhfIFhg,Square Dorchester,4.0,10,45.49959848003886,-73.57105097116445
457,Gh_ynOR3MyWPvZJZnroP7g,Entrée de Ville Bonaventure,4.0,2,45.497226,-73.559131
457,7I0dcSeA5ooDeOzLpFQaxw,Place Jean-Paul Riopelle,4.0,1,45.5032,-73.56184
457,95mPSpkFItM0q3JBp9LF8g,Square Phillips,4.0,3,45.5041909,-73.5688404
457,lmQg96Lly7OGsbrrum03rA,Esplanade Tranquille,4.5,3,45.50959694958091,-73.56495368834328
457,f7h7pLqaN2Yqg1tDH4kzqg,Bassin Peel,4.0,1,45.4929923678672,-73.5541674501084
457,l_sRGvWhKA4Ic7g6DhasZw,Parc Linéaire de la Commune,5.0,1,45.504394,-73.552635
